RA Master,,,,,,,
Level,Operator,Circle,LRN,Model,ROUTING DETAILS,HLR Detail,Sub Level
8817,RELIANCE_GSM,MP,3148,GSM,Please route Through BTSL (AES),HLR3,
8820,RELIANCE_CDMA,KO,3147,GSM,Please route Through BTSL (AES),HLR1,
8822,RELIANCE_GSM,AS,3144,GSM,Please route Through BTSL (AES),HLR1,
8824,RELIANCE_GSM,RJ,3140,GSM,Please route Through BTSL (AES),HLR1,
8825,VEDIOCON,TN,3044,GSM,Please route Through BTSL (AES),CH HLR1,
8826,AIRTEL,DL,2727,GSM,Please route Through BTSL (AES),HLR1,
8827,AIRTEL,MP,3005,GSM,Please route Through BTSL (AES),HLR1,
8828,VEDIOCON,MB,3040,GSM,Please route Through BTSL (AES),HLR2,
8853,AIRTEL,UE,3021,GSM,Please route Through BTSL (AES),HLR3,
8858,UNINOR,UE,3502,GSM,Please route Through BTSL (AES),HLR1,
8859,VODAFONE,UW,4123,GSM,Please route Through BTSL (AES),HLR1,
8860,VODAFONE,DL,4108,GSM,Please route Through BTSL (AES),HLR2,
8861,AIRTEL,KA,3002,GSM,Please route Through BTSL (AES),HLR3,
8866,TATA_GSM,GJ,3288,GSM,Please route Through BTSL (AES),HLR3,
8867,TATA_GSM,KA,3292,GSM,Please route Through BTSL (AES),HLR2,
8870,AIRTEL,TN,3020,GSM,Please route Through BTSL (AES),HLR2,
8871,TATA_GSM,MP,3295,GSM,Please route Through BTSL (AES),HLR3,
8872,IDEA,PB,3207,GSM,Please route Through BTSL (AES),HLR2,
8873,IDEA,BH,2100,GSM,Please route Through BTSL (AES),HLR5,
8874,VODAFONE,UE,4104,GSM,Please route Through BTSL (AES),HLR1,
8875,VODAFONE,RJ,4103,GSM,Please route Through BTSL (AES),HLR1,
8876,VODAFONE,AS,4125,GSM,Please route Through BTSL (AES),HLR1,
8877,VODAFONE,BH,4126,GSM,Please route Through BTSL (AES),HLR5,
8878,VODAFONE,MP,4129,GSM,Please route Through BTSL (AES),HLR3,
8879,VODAFONE,MB,4107,GSM,Please route Through BTSL (AES),HLR2,
8880,RELIANCE_GSM,KA,3135,GSM,Please route Through BTSL (AES),HLR2,
8881,RELIANCE_GSM,UW,3143,GSM,Please route Through BTSL (AES),HLR1,
8882,RELIANCE_GSM,DL,3131,GSM,Please route Through BTSL (AES),HLR2,
8883,AIRCEL,TN,2109,GSM,Please route Through BTSL (AES),CH HLR1,
8884,VODAFONE,KA,4121,GSM,Please route Through BTSL (AES),HLR2,
8885,TATA_GSM,AP,3283,GSM,Please route Through BTSL (AES),HLR2,
8886,VODAFONE,AP,4109,GSM,Please route Through BTSL (AES),HLR2,
8888,IDEA,MH,3075,GSM,Please route Through BTSL (AES),HLR2,
8889,IDEA,MP,3074,GSM,Please route Through BTSL (AES),HLR3,
8890,AIRTEL,RJ,3025,GSM,Please route Through BTSL (AES),HLR2,
8891,TATA_GSM,KL,3293,GSM,Please route Through BTSL (AES),HLR1,
8892,AIRCEL,KA,2105,GSM,Please route Through BTSL (AES),HLR2,
8893,RELIANCE_GSM,KL,3136,GSM,Please route Through BTSL (AES),HLR1,
8894,AIRTEL,HP,3000,GSM,Please route Through BTSL (AES),HLR1,
8895,MTNL_BSNL_GSM,OR,2496,GSM,Please route Through BTSL (AES),HLR1,
8896,AIRCEL,UE,3059,GSM,Please route Through BTSL (AES),HLR1,
8897,AIRTEL,AP,2724,GSM,Please route Through BTSL (AES),HLR3,
8898,AIRCEL,MB,2107,GSM,Please route Through BTSL (AES),HLR2,
8899,RELIANCE_GSM,UW,3143,GSM,Please route Through BTSL (AES),HLR1,
89010,MTNL_BSNL_GSM,HR,2397,GSM,Please route Through BTSL (AES),HLR1,
89011,MTNL_BSNL_GSM,HR,2397,GSM,Please route Through BTSL (AES),HLR1,
89012,MTNL_BSNL_GSM,HR,2397,GSM,Please route Through BTSL (AES),HLR1,
89013,MTNL_BSNL_GSM,HR,2397,GSM,Please route Through BTSL (AES),HLR1,
89014,MTNL_BSNL_GSM,HR,2397,GSM,Please route Through BTSL (AES),HLR1,
89015,MTNL_BSNL_GSM,HR,2397,GSM,Please route Through BTSL (AES),HLR1,
8902,BSNL_GSM,KO,2492,GSM,Please route Through BTSL (AES),HLR1,
8903,BSNL_GSM,TN,2499,GSM,Please route Through BTSL (AES),CH HLR1,
8904,TATA_GSM,KA,3292,GSM,Please route Through BTSL (AES),HLR2,
8905,RELIANCE_GSM,GJ,3132,GSM,Please route Through BTSL (AES),HLR3,
8906,AIRCEL,WB,3061,GSM,Please route Through BTSL (AES),HLR3,
8907,AIRCEL,KL,3053,GSM,Please route Through BTSL (AES),HLR1,
8908,AIRCEL,OR,3057,GSM,Please route Through BTSL (AES),HLR1,
8909,AIRCEL,UW,3060,GSM,Please route Through BTSL (AES),HLR1,
8923,UNINOR,UW,3571,GSM,Please route Through BTSL (AES),HLR1,
8925,MTS,TN,3187,CDMA,Please route Through BTSL (AES),CH HLR1,
8926,MTS,WB,3200,CDMA,Please route Through BTSL (AES),HLR3,
8927,RELIANCE_GSM,WB,3151,GSM,Please route Through BTSL (AES),HLR3,
8928,RELIANCE_GSM,MH,3137,GSM,Please route Through BTSL (AES),HLR2,
8929,RELIANCE_GSM,HR,3133,GSM,Please route Through BTSL (AES),HLR1,
8930,VODAFONE,HR,4102,GSM,Please route Through BTSL (AES),HLR1,
8939,VODAFONE,CH,4120,GSM,Please route Through BTSL (AES),HLR1,
8940,VODAFONE,TN,4101,GSM,Please route Through BTSL (AES),CH HLR1,
8943,VODAFONE,KL,3579,GSM,Please route Through BTSL (AES),HLR1,
8948,VODAFONE,UE,4104,GSM,Please route Through BTSL (AES),HLR1,
8950,TATA_GSM,HR,3289,GSM,Please route Through BTSL (AES),HLR1,
8951,TATA_GSM,KA,3292,GSM,Please route Through BTSL (AES),HLR2,
8953,AIRTEL,UE,3021,GSM,Please route Through BTSL (AES),89530-4 HLR2  &  89535-9  HLR1,
8954,VODAFONE,UW,4123,GSM,Please route Through BTSL (AES),HLR1,
8955,RELIANCE_GSM,RJ,3140,GSM,Please route Through BTSL (AES),HLR1,
8956,RELIANCE_GSM,MH,3137,GSM,Please route Through BTSL (AES),HLR2,
8957,RELIANCE_GSM,UE,3142,GSM,Please route Through BTSL (AES),HLR1,
8958,IDEA,UW,3083,GSM,Please route Through BTSL (AES),HLR1,
8959,IDEA,MP,3074,GSM,Please route Through BTSL (AES),HLR3,
8960,TATA_GSM,UE,3401,GSM,Please route Through BTSL (AES),HLR1,
8961,TATA_GSM,KO,3294,GSM,Please route Through BTSL (AES),HLR1,
8962,TATA_GSM,MP,3295,GSM,Please route Through BTSL (AES),HLR3,
8967,AIRTEL,WB,3023,GSM,Please route Through BTSL (AES),89670-7 HLR1 & 89678-9 HLR4,
8968,AIRTEL,PB,3009,GSM,Please route Through BTSL (AES),HLR2,
8969,AIRTEL,BH,2726,GSM,Please route Through BTSL (AES),89690-1 HLR4 & 89692-9 HLR5,
8970,IDEA,KA,3205,GSM,Please route Through BTSL (AES),HLR2,
8971,AIRTEL,KA,3002,GSM,Please route Through BTSL (AES),HLR3,
8972,AIRTEL,WB,3023,GSM,Please route Through BTSL (AES),89720-8 HLR1 & 89729 HLR4,
8973,AIRCEL,TN,2109,GSM,Please route Through BTSL (AES),CH HLR1,
8974,AIRTEL,NE,3024,GSM,Please route Through BTSL (AES),HLR1,
8975,IDEA,MH,3075,GSM,Please route Through BTSL (AES),HLR2,
8976,TATA_GSM,MB,3282,GSM,Please route Through BTSL (AES),HLR2,
8977,TATA_GSM,AP,3283,GSM,Please route Through BTSL (AES),HLR2,
8978,AIRTEL,AP,2724,GSM,Please route Through BTSL (AES),HLR1,
8979,AIRTEL,UW,3022,GSM,Please route Through BTSL (AES),HLR1,
8980,VODAFONE,GJ,4106,GSM,Please route Through BTSL (AES),HLR3,
8981,TATA_GSM,KO,3294,GSM,Please route Through BTSL (AES),HLR1,
8982,TATA_GSM,MP,3295,GSM,Please route Through BTSL (AES),HLR3,
8983,TATA_GSM,MH,3281,GSM,Please route Through BTSL (AES),HLR2,
8984,TATA_GSM,OR,3297,GSM,Please route Through BTSL (AES),HLR1,
8985,MTNL_BSNL_GSM,AP,2392,GSM,Please route Through BTSL (AES),HLR2,
8986,BSNL_GSM,BH,2394,GSM,Please route Through BTSL (AES),HLR5,
8987,MTNL_BSNL_GSM,BH,2394,GSM,Please route Through BTSL (AES),HLR5,
8988,MTNL_BSNL_GSM,HP,2398,GSM,Please route Through BTSL (AES),HLR1,
8989,BSNL_GSM,MP,2493,GSM,Please route Through BTSL (AES),HLR3,
9000,AIRTEL,AP,2724,GSM,Please route Through BTSL (AES),HLR3,
9001,AIRTEL,RJ,3025,GSM,Please route Through BTSL (AES),HLR2,
9002,AIRTEL,WB,3023,GSM,Please route Through BTSL (AES),HLR2,
9003,AIRTEL,TN,3020,GSM,Please route Through BTSL (AES),HLR1,
9004,AIRTEL,MB,3007,GSM,Please route Through BTSL (AES),HLR2,
9005,AIRTEL,UE,3021,GSM,Please route Through BTSL (AES),HLR2,
9006,AIRTEL,BH,2726,GSM,Please route Through BTSL (AES),"90063 ,8 HLR2 & 90060,1,2,4,5,6,7,9 HLR 3 ",
9007,AIRTEL,KO,3004,GSM,Please route Through BTSL (AES),HLR2,
9008,AIRTEL,KA,3002,GSM,Please route Through BTSL (AES),HLR4,
9009,IDEA,MP,3074,GSM,Please route Through BTSL (AES),HLR3,
9010,IDEA,AP,3064,GSM,Please route Through BTSL (AES),HLR2,
9011,IDEA,MH,3075,GSM,Please route Through BTSL (AES),HLR2,
9012,IDEA,UW,3083,GSM,Please route Through BTSL (AES),HLR1,
9013,Dolphin MTNL,DL,3106,GSM,Please route Through BTSL (AES),HLR2,
9014,RELIANCE_GSM,AP,3130,GSM,Please route Through BTSL (AES),HLR2,
9015,RELIANCE_GSM,DL,3131,GSM,Please route Through BTSL (AES),HLR2,
9016,RELIANCE_GSM,GJ,3132,GSM,Please route Through BTSL (AES),HLR3,
9017,RELIANCE_GSM,HR,3133,GSM,Please route Through BTSL (AES),HLR1,
9018,RELIANCE_GSM,JK,3134,GSM,Please route Through BTSL (AES),HLR1,
9019,RELIANCE_GSM,KA,3135,GSM,Please route Through BTSL (AES),HLR2,
9020,RELIANCE_GSM,KL,3136,GSM,Please route Through BTSL (AES),HLR1,
9021,RELIANCE_GSM,MH,3137,GSM,Please route Through BTSL (AES),HLR2,
9022,RELIANCE_GSM,MB,3138,GSM,Please route Through BTSL (AES),HLR2,
9023,RELIANCE_GSM,PB,3139,GSM,Please route Through BTSL (AES),HLR2,
9024,RELIANCE_GSM,RJ,3140,GSM,Please route Through BTSL (AES),HLR1,
9025,RELIANCE_GSM,TN,3141,GSM,Please route Through BTSL (AES),CH HLR1,
9026,RELIANCE_GSM,UE,3142,GSM,Please route Through BTSL (AES),HLR1,
9027,RELIANCE_GSM,UW,3143,GSM,Please route Through BTSL (AES),HLR1,
9028,TATA_GSM,MH,3281,GSM,Please route Through BTSL (AES),HLR2,
9029,TATA_GSM,MB,3282,GSM,Please route Through BTSL (AES),HLR2,
9030,TATA_GSM,AP,3283,GSM,Please route Through BTSL (AES),HLR2,
9031,TATA_GSM,BH,3285,GSM,Please route Through BTSL (AES),HLR5,
9032,TATA_GSM,AP,3283,GSM,Please route Through BTSL (AES),HLR2,
9033,TATA_GSM,GJ,3288,GSM,Please route Through BTSL (AES),HLR3,
9034,TATA_GSM,HR,3289,GSM,Please route Through BTSL (AES),HLR1,
9035,TATA_GSM,KA,3292,GSM,Please route Through BTSL (AES),HLR2,
9036,TATA_GSM,KA,3292,GSM,Please route Through BTSL (AES),HLR2,
9037,TATA_GSM,KL,3293,GSM,Please route Through BTSL (AES),HLR1,
9038,TATA_GSM,KO,3294,GSM,Please route Through BTSL (AES),HLR1,
9039,TATA_GSM,MP,3295,GSM,Please route Through BTSL (AES),HLR3,
9040,TATA_GSM,OR,3297,GSM,Please route Through BTSL (AES),HLR1,
9041,TATA_GSM,PB,3298,GSM,Please route Through BTSL (AES),HLR2,
9042,TATA_GSM,TN,3400,GSM,Please route Through BTSL (AES),CH HLR1,
9043,TATA_GSM,TN,3400,GSM,Please route Through BTSL (AES),CH HLR1,
9044,TATA_GSM,UE,3401,GSM,Please route Through BTSL (AES),HLR1,
9045,TATA_GSM,UW,3402,GSM,Please route Through BTSL (AES),HLR1,
9046,TATA_GSM,WB,3403,GSM,Please route Through BTSL (AES),HLR3,
9047,VODAFONE,TN,4101,GSM,Please route Through BTSL (AES),CH HLR1,
9048,VODAFONE,KL,3579,GSM,Please route Through BTSL (AES),HLR1,
9049,VODAFONE,MH,4100,GSM,Please route Through BTSL (AES),HLR2,
9050,VODAFONE,HR,4102,GSM,Please route Through BTSL (AES),HLR1,
9051,VODAFONE,KO,4105,GSM,Please route Through BTSL (AES),HLR1,
9052,VODAFONE,AP,4109,GSM,Please route Through BTSL (AES),HLR2,
9053,UNINOR,HR,3506,GSM,Please route Through BTSL (AES),HLR1,
9054,UNINOR,HP,3507,GSM,Please route Through BTSL (AES),HLR1,
9055,UNINOR,JK,3508,GSM,Please route Through BTSL (AES),HLR1,
9056,UNINOR,PB,3509,GSM,Please route Through BTSL (AES),HLR2,
9057,UNINOR,RJ,3570,GSM,Please route Through BTSL (AES),HLR1,
9058,UNINOR,UW,3571,GSM,Please route Through BTSL (AES),HLR1,
9059,UNINOR,AP,3572,GSM,Please route Through BTSL (AES),HLR2,
9060,UNINOR,KA,3573,GSM,Please route Through BTSL (AES),HLR2,
9061,UNINOR,KL,3574,GSM,Please route Through BTSL (AES),HLR1,
9062,UNINOR,KO,3504,GSM,Please route Through BTSL (AES),HLR1,
9063,VEDIOCON,AP,3027,GSM,Please route Through BTSL (AES),HLR2,
9065,VEDIOCON,BH,3029,GSM,Please route Through BTSL (AES),HLR5,
9067,VEDIOCON,GJ,3031,GSM,Please route Through BTSL (AES),HLR3,
9068,VEDIOCON,HR,3032,GSM,Please route Through BTSL (AES),HLR1,
9069,VEDIOCON,HP,3033,GSM,Please route Through BTSL (AES),HLR1,
9070,VEDIOCON,JK,3034,GSM,Please route Through BTSL (AES),HLR1,
9071,VEDIOCON,KA,3035,GSM,Please route Through BTSL (AES),HLR2,
9072,VEDIOCON,KL,3036,GSM,Please route Through BTSL (AES),HLR1,
9074,VEDIOCON,MP,3038,GSM,Please route Through BTSL (AES),HLR3,
9075,VEDIOCON,MH,3039,GSM,Please route Through BTSL (AES),HLR2,
9076,VEDIOCON,MB,3040,GSM,Please route Through BTSL (AES),HLR2,
9077,VEDIOCON,NE,3041,GSM,Please route Through BTSL (AES),HLR1,
9078,VEDIOCON,OR,3042,GSM,Please route Through BTSL (AES),HLR1,
9079,VEDIOCON,RJ,3043,GSM,Please route Through BTSL (AES),HLR1,
9080,VEDIOCON,TN,3044,GSM,Please route Through BTSL (AES),CH HLR1,
9081,VEDIOCON,UE,3045,GSM,Please route Through BTSL (AES),HLR1,
9082,VEDIOCON,UW,3046,GSM,Please route Through BTSL (AES),HLR1,
9083,VEDIOCON,WB,3047,GSM,Please route Through BTSL (AES),HLR3,
9085,IDEA,AS,3065,GSM,Please route Through BTSL (AES),HLR1,
9086,IDEA,JK,3070,GSM,Please route Through BTSL (AES),HLR1,
9088,IDEA,KO,3073,GSM,Please route Through BTSL (AES),HLR1,
9089,IDEA,NE,3077,GSM,Please route Through BTSL (AES),HLR1,
9090,IDEA,OR,3078,GSM,Please route Through BTSL (AES),HLR1,
9092,IDEA,TN,3081,GSM,Please route Through BTSL (AES),CH HLR1,
9093,IDEA,WB,3084,GSM,Please route Through BTSL (AES),HLR3,
9094,AIRCEL,CH,2101,GSM,Please route Through BTSL (AES),HLR1,
9095,AIRCEL,TN,2109,GSM,Please route Through BTSL (AES),CH HLR1,
9096,AIRTEL,MH,3006,GSM,Please route Through BTSL (AES),HLR3,
9097,AIRCEL,BH,3049,GSM,Please route Through BTSL (AES),HLR5,
9098,RELIANCE_GSM,MP,3148,GSM,Please route Through BTSL (AES),HLR3,
9099,VODAFONE,GJ,4106,GSM,Please route Through BTSL (AES),HLR3,
9100,LOOP,AP,3085,GSM,Please route Through BTSL (AES),HLR2,
9101,LOOP,AS,3086,GSM,Please route Through BTSL (AES),HLR1,
9102,LOOP,BH,3087,GSM,Please route Through BTSL (AES),HLR5,
9104,LOOP,GJ,3089,GSM,Please route Through BTSL (AES),HLR3,
9105,LOOP,HR,3090,GSM,Please route Through BTSL (AES),HLR1,
9106,LOOP,Hp,3091,GSM,Please route Through BTSL (AES),HLR1,
9107,LOOP,JK,3092,GSM,Please route Through BTSL (AES),HLR1,
9108,LOOP,KA,3093,GSM,Please route Through BTSL (AES),HLR2,
9109,LOOP,KL,3094,GSM,Please route Through BTSL (AES),HLR1,
9110,LOOP,KO,3095,GSM,Please route Through BTSL (AES),HLR1,
9111,LOOP,MP,3096,GSM,Please route Through BTSL (AES),HLR3,
9112,LOOP,MH,3097,GSM,Please route Through BTSL (AES),HLR2,
9113,LOOP,NE,3098,GSM,Please route Through BTSL (AES),HLR1,
9114,LOOP,OR,3099,GSM,Please route Through BTSL (AES),HLR1,
9115,LOOP,PB,3100,GSM,Please route Through BTSL (AES),HLR2,
9116,LOOP,RJ,3101,GSM,Please route Through BTSL (AES),HLR1,
9117,LOOP,TN,3102,GSM,Please route Through BTSL (AES),CH HLR1,
9118,LOOP,UE,3103,GSM,Please route Through BTSL (AES),HLR1,
9119,LOOP,UW,3104,GSM,Please route Through BTSL (AES),HLR1,
9120,LOOP,WB,3105,GSM,Please route Through BTSL (AES),HLR3,
9121,UNINOR,AS,3498,GSM,Please route Through BTSL (AES),HLR1,
9122,UNINOR,BH,3499,GSM,Please route Through BTSL (AES),HLR5,
9123,UNINOR,NE,3500,GSM,Please route Through BTSL (AES),HLR1,
9124,UNINOR,OR,3501,GSM,Please route Through BTSL (AES),HLR1,
9125,UNINOR,UE,3502,GSM,Please route Through BTSL (AES),HLR1,
9126,UNINOR,WB,3503,GSM,Please route Through BTSL (AES),HLR3,
9127,STEL,AS,3154,GSM,Please route Through BTSL (AES),HLR1,
9128,STEL,BH,3155,GSM,Please route Through BTSL (AES),HLR5,
9129,STEL,HP,3156,GSM,Please route Through BTSL (AES),HLR1,
9131,STEL,NE,3158,GSM,Please route Through BTSL (AES),HLR1,
9132,STEL,OR,3159,GSM,Please route Through BTSL (AES),HLR1,
9133,MTS,AP,3160,CDMA,Please route Through BTSL (AES),HLR2,
9134,MTS,AS,3161,CDMA,Please route Through BTSL (AES),HLR1,
9135,MTS,BH,3162,CDMA,Please route Through BTSL (AES),HLR5,
9136,MTS,DL,3163,CDMA,Please route Through BTSL (AES),HLR2,
9137,MTS,GJ,3164,CDMA,Please route Through BTSL (AES),HLR3,
9138,MTS,HR,3165,CDMA,Please route Through BTSL (AES),HLR1,
9139,MTS,HP,3166,CDMA,Please route Through BTSL (AES),HLR1,
9140,MTS,JK,3167,CDMA,Please route Through BTSL (AES),HLR1,
9141,MTS,KA,3168,CDMA,Please route Through BTSL (AES),HLR2,
9142,MTS,KL,3169,CDMA,Please route Through BTSL (AES),HLR1,
9143,MTS,KO,3180,CDMA,Please route Through BTSL (AES),HLR1,
9144,MTS,MP,3181,CDMA,Please route Through BTSL (AES),HLR3,
9145,MTS,MH,3182,CDMA,Please route Through BTSL (AES),HLR2,
9146,MTS,MB,3183,CDMA,Please route Through BTSL (AES),HLR2,
9147,MTS,NE,3184,CDMA,Please route Through BTSL (AES),HLR1,
9148,MTS,OR,3185,CDMA,Please route Through BTSL (AES),HLR1,
9149,MTS,PB,3186,CDMA,Please route Through BTSL (AES),HLR2,
9150,MTS,TN,3187,CDMA,Please route Through BTSL (AES),CH HLR1,
9151,MTS,UE,3188,CDMA,Please route Through BTSL (AES),HLR1,
9152,MTS,UW,3189,CDMA,Please route Through BTSL (AES),HLR1,
9153,MTS,WB,3200,CDMA,Please route Through BTSL (AES),HLR3,
9158,VODAFONE,MH,4100,GSM,Please route Through BTSL (AES),HLR2,
9159,VODAFONE,TN,4101,GSM,Please route Through BTSL (AES),CH HLR1,
9160,VODAFONE,AP,4109,GSM,Please route Through BTSL (AES),HLR2,
9161,VODAFONE,UE,4104,GSM,Please route Through BTSL (AES),HLR1,
9162,AIRTEL,BH,2726,GSM,Please route Through BTSL (AES),91620-8 HLR3 & 91629 HLR4,
9163,AIRTEL,KO,3004,GSM,Please route Through BTSL (AES),"91631-4 & HLR 1 & 91635-9,0 HLR 2",
9164,IDEA,KA,3205,GSM,Please route Through BTSL (AES),HLR2,
9165,IDEA,MP,3074,GSM,Please route Through BTSL (AES),HLR3,
9166,AIRTEL,RJ,3025,GSM,Please route Through BTSL (AES),HLR3,
9167,VODAFONE,MB,4107,GSM,Please route Through BTSL (AES),HLR2,
9171,UNINOR,TN,3575,GSM,Please route Through BTSL (AES),CH HLR1,
9172,UNINOR,MB,3505,GSM,Please route Through BTSL (AES),HLR2,
9173,UNINOR,GJ,3576,GSM,Please route Through BTSL (AES),HLR3,
9174,UNINOR,MP,3577,GSM,Please route Through BTSL (AES),HLR3,
9175,UNINOR,MH,3578,GSM,Please route Through BTSL (AES),HLR2,
9176,VODAFONE,CH,4120,GSM,Please route Through BTSL (AES),HLR1,
9177,AIRTEL,AP,2724,GSM,Please route Through BTSL (AES),HLR3,
9178,AIRTEL,OR,3008,GSM,Please route Through BTSL (AES),HLR2,
9179,AIRTEL,MP,3005,GSM,Please route Through BTSL (AES),HLR2,
9182,BSNL_CDMA,BH,2545,CDMA,Please route Through BTSL (AES),HLR5,
9183,BSNL_CDMA,TN,2720,CDMA,Please route Through BTSL (AES),CH HLR1,
9185,BSNL_CDMA,HP,2549,CDMA,Please route Through BTSL (AES),HLR1,
9189,BSNL_CDMA,KO,2703,CDMA,Please route Through BTSL (AES),HLR1,
9190,BSNL_CDMA,MP,2704,CDMA,Please route Through BTSL (AES),HLR3,
9192,BSNL_CDMA,OR,2707,CDMA,Please route Through BTSL (AES),HLR1,
9193,BSNL_CDMA,PB,2708,CDMA,Please route Through BTSL (AES),HLR2,
9194,BSNL_CDMA,RJ,2709,CDMA,Please route Through BTSL (AES),HLR1,
9195,BSNL_CDMA,TN,2720,CDMA,Please route Through BTSL (AES),CH HLR1,
9196,BSNL_CDMA,UE,2721,CDMA,Please route Through BTSL (AES),HLR1,
9197,BSNL_CDMA,WB,2723,CDMA,Please route Through BTSL (AES),HLR3,
9198,AIRTEL,UE,3021,GSM,Please route Through BTSL (AES),91980-3 HLR2  &  91984-9  HLR3,
9199,AIRTEL,BH,2726,GSM,Please route Through BTSL (AES),"91993 ,8 HLR2 & 91990,1,2,4,5,6,7,9 HLR 3",
9200,TATA_CDMA,MP,3448,CDMA,Please route Through BTSL (AES),HLR3,
9201,TATA_CDMA,MP,3448,CDMA,Please route Through BTSL (AES),HLR3,
9202,TATA_CDMA,MP,3448,CDMA,Please route Through BTSL (AES),HLR3,
9203,TATA_CDMA,MP,3448,CDMA,Please route Through BTSL (AES),HLR3,
9204,TATA_CDMA,BH,3408,CDMA,Please route Through BTSL (AES),HLR5,
9205,TATA_CDMA,JK,3444,CDMA,Please route Through BTSL (AES),HLR1,
9206,TATA_CDMA,NE,3449,CDMA,Please route Through BTSL (AES),HLR1,
9207,TATA_CDMA,AS,3407,CDMA,Please route Through BTSL (AES),HLR1,
9208,TATA_CDMA,UE,3494,CDMA,Please route Through BTSL (AES),HLR1,
9209,TATA_CDMA,MH,3404,CDMA,Please route Through BTSL (AES),HLR2,
9210,TATA_CDMA,DL,3440,CDMA,Please route Through BTSL (AES),HLR2,
9211,TATA_CDMA,DL,3440,CDMA,Please route Through BTSL (AES),HLR2,
9212,TATA_CDMA,DL,3440,CDMA,Please route Through BTSL (AES),HLR2,
9213,TATA_CDMA,DL,3440,CDMA,Please route Through BTSL (AES),HLR2,
9214,TATA_CDMA,RJ,3492,CDMA,Please route Through BTSL (AES),HLR1,
9215,TATA_CDMA,HR,3442,CDMA,Please route Through BTSL (AES),HLR1,
9216,TATA_CDMA,PB,3491,CDMA,Please route Through BTSL (AES),HLR2,
9217,TATA_CDMA,PB,3491,CDMA,Please route Through BTSL (AES),HLR2,
9218,TATA_CDMA,HP,3443,CDMA,Please route Through BTSL (AES),HLR1,
9219,TATA_CDMA,UW,3495,CDMA,Please route Through BTSL (AES),HLR1,
9220,TATA_CDMA,MB,3405,CDMA,Please route Through BTSL (AES),HLR2,
9221,TATA_CDMA,MB,3405,CDMA,Please route Through BTSL (AES),HLR2,
9222,TATA_CDMA,MB,3405,CDMA,Please route Through BTSL (AES),HLR2,
9223,TATA_CDMA,MB,3405,CDMA,Please route Through BTSL (AES),HLR2,
9224,TATA_CDMA,MB,3405,CDMA,Please route Through BTSL (AES),HLR2,
9225,TATA_CDMA,MH,3404,CDMA,Please route Through BTSL (AES),HLR2,
9226,TATA_CDMA,MH,3404,CDMA,Please route Through BTSL (AES),HLR2,
9227,TATA_CDMA,GJ,3441,CDMA,Please route Through BTSL (AES),HLR3,
9228,TATA_CDMA,GJ,3441,CDMA,Please route Through BTSL (AES),HLR3,
9229,TATA_CDMA,MP,3448,CDMA,Please route Through BTSL (AES),HLR3,
9230,TATA_CDMA,KO,3447,CDMA,Please route Through BTSL (AES),HLR1,
9231,TATA_CDMA,KO,3447,CDMA,Please route Through BTSL (AES),HLR1,
9232,TATA_CDMA,WB,3496,CDMA,Please route Through BTSL (AES),HLR3,
9233,TATA_CDMA,WB,3496,CDMA,Please route Through BTSL (AES),HLR3,
9234,TATA_CDMA,BH,3408,CDMA,Please route Through BTSL (AES),HLR5,
9235,TATA_CDMA,UE,3494,CDMA,Please route Through BTSL (AES),HLR1,
9236,TATA_CDMA,UE,3494,CDMA,Please route Through BTSL (AES),HLR1,
9237,TATA_CDMA,OR,3490,CDMA,Please route Through BTSL (AES),HLR1,
9238,TATA_CDMA,OR,3490,CDMA,Please route Through BTSL (AES),HLR1,
9239,TATA_CDMA,KO,3447,CDMA,Please route Through BTSL (AES),HLR1,
9240,TATA_CDMA,TN,3493,CDMA,Please route Through BTSL (AES),CH HLR1,
9241,TATA_CDMA,KA,3445,CDMA,Please route Through BTSL (AES),HLR2,
9242,TATA_CDMA,KA,3445,CDMA,Please route Through BTSL (AES),HLR2,
9243,TATA_CDMA,KA,3445,CDMA,Please route Through BTSL (AES),HLR2,
9244,TATA_CDMA,TN,3493,CDMA,Please route Through BTSL (AES),CH HLR1,
9245,TATA_CDMA,TN,3493,CDMA,Please route Through BTSL (AES),CH HLR1,
9246,TATA_CDMA,AP,3406,CDMA,Please route Through BTSL (AES),HLR2,
9247,TATA_CDMA,AP,3406,CDMA,Please route Through BTSL (AES),HLR2,
9248,TATA_CDMA,AP,3406,CDMA,Please route Through BTSL (AES),HLR2,
9249,TATA_CDMA,KL,3446,CDMA,Please route Through BTSL (AES),HLR1,
9250,TATA_CDMA,DL,3440,CDMA,Please route Through BTSL (AES),HLR2,
9251,TATA_CDMA,RJ,3492,CDMA,Please route Through BTSL (AES),HLR1,
9252,TATA_CDMA,RJ,3492,CDMA,Please route Through BTSL (AES),HLR1,
9253,TATA_CDMA,HR,3442,CDMA,Please route Through BTSL (AES),HLR1,
9254,TATA_CDMA,HR,3442,CDMA,Please route Through BTSL (AES),HLR1,
9255,TATA_CDMA,HR,3442,CDMA,Please route Through BTSL (AES),HLR1,
9256,TATA_CDMA,PB,3491,CDMA,Please route Through BTSL (AES),HLR2,
9257,TATA_CDMA,PB,3491,CDMA,Please route Through BTSL (AES),HLR2,
9258,TATA_CDMA,UW,3495,CDMA,Please route Through BTSL (AES),HLR1,
9259,TATA_CDMA,UW,3495,CDMA,Please route Through BTSL (AES),HLR1,
