RA Master,,,,,,,
Level,Operator,Circle,LRN,Model,ROUTING DETAILS,HLR Detail,Sub Level
9588,ETISALAT,MB,3275,GSM,Please route Through BTSL (AES),HLR2,
9589,AIRTEL,MP,3005,GSM,Please route Through BTSL (AES),HLR3,
9590,RELIANCE_GSM,KA,3135,GSM,Please route Through BTSL (AES),HLR2,
9591,AIRTEL,KA,3002,GSM,Please route Through BTSL (AES),HLR2,
9592,IDEA,PB,3207,GSM,Please route Through BTSL (AES),HLR2,
9593,VODAFONE,WB,4124,GSM,Please route Through BTSL (AES),HLR3,
9594,IDEA,MB,3076,GSM,Please route Through BTSL (AES),HLR2,
9595,RELIANCE_GSM,MH,3137,GSM,Please route Through BTSL (AES),HLR2,
9596,AIRTEL,JK,3001,GSM,Please route Through BTSL (AES),95960-5 HLR2 & 95966-9 HLR1 ,
9597,AIRTEL,TN,3020,GSM,Please route Through BTSL (AES),HLR1,
9598,IDEA,UE,3082,GSM,Please route Through BTSL (AES),HLR1,
9599,ETISALAT,DL,3209,GSM,Please route Through BTSL (AES),HLR2,
9600,AIRTEL,TN,3020,GSM,Please route Through BTSL (AES),HLR1,
9601,AIRTEL,GJ,2728,GSM,Please route Through BTSL (AES),HLR2,
9602,AIRTEL,RJ,3025,GSM,Please route Through BTSL (AES),HLR3,
9603,IDEA,AP,3064,GSM,Please route Through BTSL (AES),HLR2,
9604,IDEA,MH,3075,GSM,Please route Through BTSL (AES),HLR2,
9605,IDEA,KL,3072,GSM,Please route Through BTSL (AES),HLR1,
9608,RELIANCE_GSM,BH,3145,GSM,Please route Through BTSL (AES),HLR5,
9609,VODAFONE,WB,4124,GSM,Please route Through BTSL (AES),HLR3,
9610,VODAFONE,RJ,4103,GSM,Please route Through BTSL (AES),HLR1,
9611,AIRTEL,KA,3002,GSM,Please route Through BTSL (AES),HLR4,
9612,AIRTEL,NE,3024,GSM,Please route Through BTSL (AES),HLR1,
9613,AIRCEL,AS,3048,GSM,Please route Through BTSL (AES),HLR1,
9614,AIRCEL,WB,3061,GSM,Please route Through BTSL (AES),HLR3,
9615,AIRCEL,NE,3056,GSM,Please route Through BTSL (AES),HLR1,
9616,IDEA,UE,3082,GSM,Please route Through BTSL (AES),HLR1,
9617,IDEA,MP,3074,GSM,Please route Through BTSL (AES),HLR3,
9618,AIRTEL,AP,2724,GSM,Please route Through BTSL (AES),HLR4,
9619,VODAFONE,MB,4107,GSM,Please route Through BTSL (AES),HLR2,
9620,VODAFONE,KA,4121,GSM,Please route Through BTSL (AES),HLR2,
9621,AIRTEL,UE,3021,GSM,Please route Through BTSL (AES),HLR3,
9622,AIRTEL,JK,3001,GSM,Please route Through BTSL (AES),96220-3 HLR1 & 96224-8 HLR2  & 962290-4 HLR2 & 962295-9 HLR3,
9623,IDEA,MH,3075,GSM,Please route Through BTSL (AES),HLR2,
9624,IDEA,GJ,3067,GSM,Please route Through BTSL (AES),HLR3,
9625,RELIANCE_GSM,HP,3146,GSM,Please route Through BTSL (AES),HLR1,
9626,VODAFONE,TN,4101,GSM,Please route Through BTSL (AES),CH HLR1,
9627,VODAFONE,UW,4123,GSM,Please route Through BTSL (AES),HLR1,
9628,VODAFONE,UE,4104,GSM,Please route Through BTSL (AES),HLR1,
9629,AIRTEL,TN,3020,GSM,Please route Through BTSL (AES),HLR1,
9630,AIRTEL,MP,3005,GSM,Please route Through BTSL (AES),HLR2,
9631,AIRTEL,BH,2726,GSM,Please route Through BTSL (AES),"96313 ,8 HLR2 & 96310,1,2,4,5,6,7,9 HLR 3 ",
9632,AIRTEL,KA,3002,GSM,Please route Through BTSL (AES),HLR4,
9633,AIRTEL,KL,3003,GSM,Please route Through BTSL (AES),HLR1,
9634,AIRTEL,UW,3022,GSM,Please route Through BTSL (AES),HLR1,
9635,AIRTEL,WB,3023,GSM,Please route Through BTSL (AES),HLR2,
9636,AIRTEL,RJ,3025,GSM,Please route Through BTSL (AES),HLR3,
9637,VODAFONE,MH,4100,GSM,Please route Through BTSL (AES),HLR2,
9638,VODAFONE,GJ,4106,GSM,Please route Through BTSL (AES),HLR3,
9639,IDEA,UW,3083,GSM,Please route Through BTSL (AES),HLR1,
9640,IDEA,AP,3064,GSM,Please route Through BTSL (AES),HLR2,
9641,RELIANCE_GSM,WB,3151,GSM,Please route Through BTSL (AES),HLR3,
9642,VODAFONE,AP,4109,GSM,Please route Through BTSL (AES),HLR2,
9645,VODAFONE,KL,3579,GSM,Please route Through BTSL (AES),HLR1,
9646,VODAFONE,PB,4122,GSM,Please route Through BTSL (AES),HLR2,
9647,VODAFONE,WB,4124,GSM,Please route Through BTSL (AES),HLR3,
9648,VODAFONE,UE,4104,GSM,Please route Through BTSL (AES),HLR1,
9649,VODAFONE,RJ,4103,GSM,Please route Through BTSL (AES),HLR1,
9650,AIRTEL,DL,2727,GSM,Please route Through BTSL (AES),HLR2,
9651,AIRTEL,UE,3021,GSM,Please route Through BTSL (AES),HLR3,
9652,AIRTEL,AP,2724,GSM,Please route Through BTSL (AES),HLR4,
9653,HFCL,PB,3062,GSM,Please route Through BTSL (AES),HLR2,
9654,VODAFONE,DL,4108,GSM,Please route Through BTSL (AES),HLR2,
9655,VODAFONE,TN,4101,GSM,Please route Through BTSL (AES),CH HLR1,
9656,IDEA,KL,3072,GSM,Please route Through BTSL (AES),HLR1,
9657,IDEA,MH,3075,GSM,Please route Through BTSL (AES),HLR2,
9658,AIRCEL,OR,3057,GSM,Please route Through BTSL (AES),HLR1,
9659,AIRCEL,TN,2109,GSM,Please route Through BTSL (AES),CH HLR1,
9660,AIRTEL,RJ,3025,GSM,Please route Through BTSL (AES),HLR3,
9661,AIRTEL,BH,2726,GSM,Please route Through BTSL (AES),"96613 ,8 HLR2 & 96610,1,2,4,5,6,7,9 HLR 3 ",
9662,AIRTEL,GJ,2728,GSM,Please route Through BTSL (AES),HLR2,
9663,AIRTEL,KA,3002,GSM,Please route Through BTSL (AES),HLR4,
9664,LOOP,MB,3026,GSM,Please route Through BTSL (AES),HLR2,
9665,AIRTEL,MH,3006,GSM,Please route Through BTSL (AES),HLR3,
9666,IDEA,AP,3064,GSM,Please route Through BTSL (AES),HLR2,
9667,MTS,RJ,3201,CDMA,Please route Through BTSL (AES),HLR1,
9668,AIRTEL,OR,3008,GSM,Please route Through BTSL (AES),HLR2,
9669,IDEA,MP,3074,GSM,Please route Through BTSL (AES),HLR3,
9670,VODAFONE,UE,4104,GSM,Please route Through BTSL (AES),HLR1,
9671,VODAFONE,HR,4102,GSM,Please route Through BTSL (AES),HLR1,
9672,VODAFONE,RJ,4103,GSM,Please route Through BTSL (AES),HLR1,
9673,VODAFONE,MH,4100,GSM,Please route Through BTSL (AES),HLR2,
9674,VODAFONE,KO,4105,GSM,Please route Through BTSL (AES),HLR1,
9675,VODAFONE,UW,4123,GSM,Please route Through BTSL (AES),HLR1,
9676,AIRTEL,AP,2724,GSM,Please route Through BTSL (AES),HLR4,
9677,AIRTEL,TN,3020,GSM,Please route Through BTSL (AES),HLR1,
9678,AIRTEL,AS,2725,GSM,Please route Through BTSL (AES),HLR1,
9679,AIRTEL,WB,3023,GSM,Please route Through BTSL (AES),"96790-4 HLR2, 96795 HLR4 & 96796-9 HLR2",
9680,AIRTEL,RJ,3025,GSM,Please route Through BTSL (AES),HLR3,
9681,RELIANCE_GSM,KO,3147,GSM,Please route Through BTSL (AES),HLR1,
9682,BSNL_CDMA,UW,2722,CDMA,Please route Through BTSL (AES),HLR1,
9683,BSNL_CDMA,HR,2548,CDMA,Please route Through BTSL (AES),HLR1,
9685,AIRTEL,MP,3005,GSM,Please route Through BTSL (AES),HLR3,
9686,AIRTEL,KA,3002,GSM,Please route Through BTSL (AES),HLR4,
9687,VODAFONE,GJ,4106,GSM,Please route Through BTSL (AES),HLR3,
9688,AIRCEL,TN,2109,GSM,Please route Through BTSL (AES),CH HLR1,
9689,IDEA,MH,3075,GSM,Please route Through BTSL (AES),HLR2,
9690,IDEA,UW,3083,GSM,Please route Through BTSL (AES),HLR1,
9691,RELIANCE_GSM,MP,3148,GSM,Please route Through BTSL (AES),HLR3,
9692,RELIANCE_GSM,OR,3150,GSM,Please route Through BTSL (AES),HLR1,
9693,RELIANCE_GSM,BH,3145,GSM,Please route Through BTSL (AES),HLR5,
9694,IDEA,RJ,3080,GSM,Please route Through BTSL (AES),HLR1,
9695,AIRTEL,UE,3021,GSM,Please route Through BTSL (AES),HLR3,
9696,RELIANCE_GSM,UE,3142,GSM,Please route Through BTSL (AES),HLR1,
9697,AIRCEL,JK,3052,GSM,Please route Through BTSL (AES),HLR1,
9698,AIRCEL,TN,2109,GSM,Please route Through BTSL (AES),CH HLR1,
9699,RELIANCE_GSM,MB,3138,GSM,Please route Through BTSL (AES),HLR2,
9700,AIRCEL,AP,2102,GSM,Please route Through BTSL (AES),HLR2,
9701,AIRTEL,AP,2724,GSM,Please route Through BTSL (AES),HLR3,
9702,IDEA,MB,3076,GSM,Please route Through BTSL (AES),HLR2,
9703,VODAFONE,AP,4109,GSM,Please route Through BTSL (AES),HLR2,
9704,AIRTEL,AP,2724,GSM,Please route Through BTSL (AES),HLR3,
9705,IDEA,AP,3064,GSM,Please route Through BTSL (AES),HLR2,
9706,VODAFONE,AS,4125,GSM,Please route Through BTSL (AES),HLR1,
9707,RELIANCE_GSM,AS,3144,GSM,Please route Through BTSL (AES),HLR1,
9708,IDEA,BH,2100,GSM,Please route Through BTSL (AES),HLR5,
9709,VODAFONE,BH,4126,GSM,Please route Through BTSL (AES),HLR5,
9710,AIRCEL,CH,2101,GSM,Please route Through BTSL (AES),HLR1,
9711,VODAFONE,DL,4108,GSM,Please route Through BTSL (AES),HLR2,
9712,VODAFONE,GJ,4106,GSM,Please route Through BTSL (AES),HLR3,
9713,VODAFONE,MP,4129,GSM,Please route Through BTSL (AES),HLR3,
9714,IDEA,GJ,3067,GSM,Please route Through BTSL (AES),HLR3,
9715,AIRCEL,TN,2109,GSM,Please route Through BTSL (AES),CH HLR1,
9716,AIRCEL,DL,2103,GSM,Please route Through BTSL (AES),HLR2,
9717,AIRTEL,DL,2727,GSM,Please route Through BTSL (AES),HLR1,
9718,IDEA,DL,3066,GSM,Please route Through BTSL (AES),HLR2,
9719,VODAFONE,UW,4123,GSM,Please route Through BTSL (AES),HLR1,
9720,VODAFONE,UW,4123,GSM,Please route Through BTSL (AES),HLR1,
9721,VODAFONE,UE,4104,GSM,Please route Through BTSL (AES),HLR1,
9722,AIRCEL,GJ,2104,GSM,Please route Through BTSL (AES),HLR3,
9723,IDEA,GJ,3067,GSM,Please route Through BTSL (AES),HLR3,
9724,AIRTEL,GJ,2728,GSM,Please route Through BTSL (AES),HLR2,
9725,AIRTEL,GJ,2728,GSM,Please route Through BTSL (AES),97250-4 HLR1 & 97255-9 HLR2 ,
9726,VODAFONE,GJ,4106,GSM,Please route Through BTSL (AES),HLR3,
9727,VODAFONE,GJ,4106,GSM,Please route Through BTSL (AES),HLR3,
9728,IDEA,HR,3068,GSM,Please route Through BTSL (AES),HLR1,
9729,AIRTEL,HR,2729,GSM,Please route Through BTSL (AES),HLR1,
9730,AIRTEL,MH,3006,GSM,Please route Through BTSL (AES),HLR2,
9731,AIRTEL,KA,3002,GSM,Please route Through BTSL (AES),HLR3,
9732,VODAFONE,WB,4124,GSM,Please route Through BTSL (AES),HLR3,
9733,VODAFONE,WB,4124,GSM,Please route Through BTSL (AES),HLR3,
9734,VODAFONE,WB,4124,GSM,Please route Through BTSL (AES),HLR3,
9735,VODAFONE,WB,4124,GSM,Please route Through BTSL (AES),HLR3,
9736,VODAFONE,HP,4127,GSM,Please route Through BTSL (AES),HLR1,
9737,IDEA,GJ,3067,GSM,Please route Through BTSL (AES),HLR3,
9738,AIRCEL,KA,2105,GSM,Please route Through BTSL (AES),HLR2,
9739,VODAFONE,KA,4121,GSM,Please route Through BTSL (AES),HLR2,
9740,AIRTEL,KA,3002,GSM,Please route Through BTSL (AES),HLR3,
9741,AIRTEL,KA,3002,GSM,Please route Through BTSL (AES),HLR3,
9742,VODAFONE,KA,4121,GSM,Please route Through BTSL (AES),HLR2,
9743,IDEA,KA,3205,GSM,Please route Through BTSL (AES),HLR2,
9744,IDEA,KL,3072,GSM,Please route Through BTSL (AES),HLR1,
9745,VODAFONE,KL,3579,GSM,Please route Through BTSL (AES),HLR1,
9746,AIRTEL,KL,3003,GSM,Please route Through BTSL (AES),HLR1,
9747,IDEA,KL,3072,GSM,Please route Through BTSL (AES),HLR1,
9748,AIRTEL,KO,3004,GSM,Please route Through BTSL (AES),"97480-7,9 HLR1  & 97488 HLR2",
9749,RELIANCE_GSM,WB,3151,GSM,Please route Through BTSL (AES),HLR3,
9750,AIRCEL,TN,2109,GSM,Please route Through BTSL (AES),CH HLR1,
9751,VODAFONE,TN,4101,GSM,Please route Through BTSL (AES),CH HLR1,
9752,AIRTEL,MP,3005,GSM,Please route Through BTSL (AES),HLR2,
9753,IDEA,MP,3074,GSM,Please route Through BTSL (AES),HLR3,
9754,IDEA,MP,3074,GSM,Please route Through BTSL (AES),HLR3,
9755,AIRTEL,MP,3005,GSM,Please route Through BTSL (AES),HLR1,
9756,IDEA,UW,3083,GSM,Please route Through BTSL (AES),HLR1,
9757,Dolphin MTNL,MB,3107,GSM,Please route Through BTSL (AES),HLR2,
9758,VODAFONE,UW,4123,GSM,Please route Through BTSL (AES),HLR1,
9759,VODAFONE,UW,4123,GSM,Please route Through BTSL (AES),HLR1,
9760,AIRTEL,UW,3022,GSM,Please route Through BTSL (AES),HLR1,
9761,VODAFONE,UW,4123,GSM,Please route Through BTSL (AES),HLR1,
9762,AIRCEL,MH,2106,GSM,Please route Through BTSL (AES),HLR2,
9763,IDEA,MH,3075,GSM,Please route Through BTSL (AES),HLR2,
9764,VODAFONE,MH,4100,GSM,Please route Through BTSL (AES),HLR2,
9765,VODAFONE,MH,4100,GSM,Please route Through BTSL (AES),HLR2,
9766,AIRTEL,MH,3006,GSM,Please route Through BTSL (AES),HLR2,
9767,IDEA,MH,3075,GSM,Please route Through BTSL (AES),HLR2,
9768,AIRCEL,MB,2107,GSM,Please route Through BTSL (AES),HLR2,
9769,VODAFONE,MB,4107,GSM,Please route Through BTSL (AES),HLR2,
9770,RELIANCE_GSM,MP,3148,GSM,Please route Through BTSL (AES),HLR3,
9771,AIRTEL,BH,2726,GSM,Please route Through BTSL (AES),"97710,1,2,3,5,6,7,8,9 HLR2 & 97714 HLR3",
9772,VODAFONE,RJ,4103,GSM,Please route Through BTSL (AES),HLR1,
9773,LOOP,MB,3026,GSM,Please route Through BTSL (AES),HLR2,
9774,VODAFONE,NE,4190,GSM,Please route Through BTSL (AES),HLR1,
9775,VODAFONE,WB,4124,GSM,Please route Through BTSL (AES),HLR3,
9776,VODAFONE,OR,4191,GSM,Please route Through BTSL (AES),HLR1,
9777,AIRTEL,OR,3008,GSM,Please route Through BTSL (AES),97770-8 HLR1 & 97779 HLR2,
9778,RELIANCE_GSM,OR,3150,GSM,Please route Through BTSL (AES),HLR1,
9779,AIRTEL,PB,3009,GSM,Please route Through BTSL (AES),HLR2,
9780,VODAFONE,PB,4122,GSM,Please route Through BTSL (AES),HLR2,
9781,IDEA,PB,3207,GSM,Please route Through BTSL (AES),HLR2,
9782,AIRCEL,RJ,2108,GSM,Please route Through BTSL (AES),HLR1,
9783,VODAFONE,RJ,4103,GSM,Please route Through BTSL (AES),HLR1,
9784,AIRTEL,RJ,3025,GSM,Please route Through BTSL (AES),HLR2,
9785,IDEA,RJ,3080,GSM,Please route Through BTSL (AES),HLR1,
9786,VODAFONE,TN,4101,GSM,Please route Through BTSL (AES),CH HLR1,
9787,VODAFONE,TN,4101,GSM,Please route Through BTSL (AES),CH HLR1,
9788,AIRCEL,TN,2109,GSM,Please route Through BTSL (AES),CH HLR1,
9789,AIRTEL,TN,3020,GSM,Please route Through BTSL (AES),HLR1,
9790,AIRTEL,TN,3020,GSM,Please route Through BTSL (AES),HLR1,
9791,AIRTEL,TN,3020,GSM,Please route Through BTSL (AES),HLR1,
9792,VODAFONE,UE,4104,GSM,Please route Through BTSL (AES),HLR1,
9793,AIRTEL,UE,3021,GSM,Please route Through BTSL (AES),97930-1 HLR1  &  97932-9  HLR2,
9794,AIRTEL,UE,3021,GSM,Please route Through BTSL (AES),HLR2,
9795,IDEA,UE,3082,GSM,Please route Through BTSL (AES),HLR1,
9796,VODAFONE,JK,4128,GSM,Please route Through BTSL (AES),HLR1,
9797,AIRTEL,JK,3001,GSM,Please route Through BTSL (AES),"97970-2 HLR2 , 97977-9 HLR2 & 97973-6 HLR1 ",
9798,RELIANCE_GSM,BH,3145,GSM,Please route Through BTSL (AES),HLR5,
9799,AIRTEL,RJ,3025,GSM,Please route Through BTSL (AES),HLR2,
9800,AIRTEL,WB,3023,GSM,Please route Through BTSL (AES),HLR1,
9801,AIRTEL,BH,2726,GSM,Please route Through BTSL (AES),HLR2,
9802,AIRCEL,HR,3050,GSM,Please route Through BTSL (AES),HLR1,
9803,AIRCEL,PB,3058,GSM,Please route Through BTSL (AES),HLR2,
9804,AIRCEL,KO,3054,GSM,Please route Through BTSL (AES),HLR1,
9805,AIRTEL,HP,3000,GSM,Please route Through BTSL (AES),HLR1,
9806,AIRCEL,MP,3055,GSM,Please route Through BTSL (AES),HLR3,
9807,AIRCEL,UE,3059,GSM,Please route Through BTSL (AES),HLR1,
9808,AIRCEL,UW,3060,GSM,Please route Through BTSL (AES),HLR1,
9809,AIRCEL,KL,3053,GSM,Please route Through BTSL (AES),HLR1,
9810,AIRTEL,DL,2727,GSM,Please route Through BTSL (AES),HLR1,
9811,VODAFONE,DL,4108,GSM,Please route Through BTSL (AES),HLR2,
9812,IDEA,HR,3068,GSM,Please route Through BTSL (AES),HLR1,
9813,VODAFONE,HR,4102,GSM,Please route Through BTSL (AES),HLR1,
9814,IDEA,PB,3207,GSM,Please route Through BTSL (AES),HLR2,
9815,AIRTEL,PB,3009,GSM,Please route Through BTSL (AES),HLR1,
9816,AIRTEL,HP,3000,GSM,Please route Through BTSL (AES),HLR1,
9817,RELIANCE_GSM,HP,3146,GSM,Please route Through BTSL (AES),HLR1,
9818,AIRTEL,DL,2727,GSM,Please route Through BTSL (AES),98180-6 HLR1 & 98187-9 HLR2,
9819,VODAFONE,MB,4107,GSM,Please route Through BTSL (AES),HLR2,
9820,VODAFONE,MB,4107,GSM,Please route Through BTSL (AES),HLR2,
9821,LOOP,MB,3026,GSM,Please route Through BTSL (AES),HLR2,
9822,IDEA,MH,3075,GSM,Please route Through BTSL (AES),HLR2,
9823,VODAFONE,MH,4100,GSM,Please route Through BTSL (AES),HLR2,
9824,IDEA,GJ,3067,GSM,Please route Through BTSL (AES),HLR3,
9825,VODAFONE,GJ,4106,GSM,Please route Through BTSL (AES),HLR3,
9826,IDEA,MP,3074,GSM,Please route Through BTSL (AES),HLR3,
9827,RELIANCE_GSM,MP,3148,GSM,Please route Through BTSL (AES),HLR3,
9828,VODAFONE,RJ,4103,GSM,Please route Through BTSL (AES),HLR1,
9829,AIRTEL,RJ,3025,GSM,Please route Through BTSL (AES),HLR1,
9830,VODAFONE,KO,4105,GSM,Please route Through BTSL (AES),HLR1,
9831,AIRTEL,KO,3004,GSM,Please route Through BTSL (AES),HLR1,
9832,RELIANCE_GSM,WB,3151,GSM,Please route Through BTSL (AES),HLR3,
9833,VODAFONE,MB,4107,GSM,Please route Through BTSL (AES),HLR2,
9835,RELIANCE_GSM,BH,3145,GSM,Please route Through BTSL (AES),HLR5,
9836,VODAFONE,KO,4105,GSM,Please route Through BTSL (AES),HLR1,
9837,IDEA,UW,3083,GSM,Please route Through BTSL (AES),HLR1,
9838,VODAFONE,UE,4104,GSM,Please route Through BTSL (AES),HLR1,
9839,VODAFONE,UE,4104,GSM,Please route Through BTSL (AES),HLR1,
9840,AIRTEL,CH,3020,GSM,Please route Through BTSL (AES),HLR1,
9841,AIRCEL,CH,2101,GSM,Please route Through BTSL (AES),HLR1,
9842,AIRCEL,TN,2109,GSM,Please route Through BTSL (AES),CH HLR1,
9843,VODAFONE,TN,4101,GSM,Please route Through BTSL (AES),CH HLR1,
9844,IDEA,KA,3205,GSM,Please route Through BTSL (AES),HLR2,
9845,AIRTEL,KA,3002,GSM,Please route Through BTSL (AES),HLR1,
9846,VODAFONE,KL,3579,GSM,Please route Through BTSL (AES),HLR1,
9847,IDEA,KL,3072,GSM,Please route Through BTSL (AES),HLR1,
9848,IDEA,AP,3064,GSM,Please route Through BTSL (AES),HLR2,
9849,AIRTEL,AP,2724,GSM,Please route Through BTSL (AES),HLR1,
9850,IDEA,MH,3075,GSM,Please route Through BTSL (AES),HLR2,
9851,AIRCEL,WB,3061,GSM,Please route Through BTSL (AES),HLR3,
9852,AIRCEL,BH,3049,GSM,Please route Through BTSL (AES),HLR5,
9853,AIRCEL,OR,3057,GSM,Please route Through BTSL (AES),HLR1,
9854,AIRCEL,AS,3048,GSM,Please route Through BTSL (AES),HLR1,
9855,IDEA,PB,3207,GSM,Please route Through BTSL (AES),HLR2,
9856,AIRCEL,NE,3056,GSM,Please route Through BTSL (AES),HLR1,
9857,AIRCEL,HP,3051,GSM,Please route Through BTSL (AES),HLR1,
9858,AIRCEL,JK,3052,GSM,Please route Through BTSL (AES),HLR1,
9859,AIRCEL,AS,3048,GSM,Please route Through BTSL (AES),HLR1,
9860,AIRTEL,MH,3006,GSM,Please route Through BTSL (AES),HLR1,
9861,RELIANCE_GSM,OR,3150,GSM,Please route Through BTSL (AES),HLR1,
9862,AIRTEL,NE,3024,GSM,Please route Through BTSL (AES),HLR1,
9863,RELIANCE_GSM,NE,3149,GSM,Please route Through BTSL (AES),HLR1,
9864,RELIANCE_GSM,AS,3144,GSM,Please route Through BTSL (AES),HLR1,
9865,AIRCEL,TN,2109,GSM,Please route Through BTSL (AES),CH HLR1,
9866,AIRTEL,AP,2724,GSM,Please route Through BTSL (AES),HLR1,
9867,AIRTEL,MB,3007,GSM,Please route Through BTSL (AES),HLR1,
9868,Dolphin MTNL,DL,3106,GSM,Please route Through BTSL (AES),HLR2,
9869,Dolphin MTNL,MB,3107,GSM,Please route Through BTSL (AES),HLR2,
9870,LOOP,MB,3026,GSM,Please route Through BTSL (AES),HLR2,
9871,AIRTEL,DL,2727,GSM,Please route Through BTSL (AES),HLR2,
9872,AIRTEL,PB,3009,GSM,Please route Through BTSL (AES),HLR1,
9873,VODAFONE,DL,4108,GSM,Please route Through BTSL (AES),HLR2,
9874,VODAFONE,KO,4105,GSM,Please route Through BTSL (AES),HLR1,
9875,MTS,RJ,3201,CDMA,Please route Through BTSL (AES),HLR1,
9876,AIRTEL,PB,3009,GSM,Please route Through BTSL (AES),HLR1,
9877,HFCL_CDMA,PB,3063,CDMA,Please route Through BTSL (AES),HLR2,
9878,AIRTEL,PB,3009,GSM,Please route Through BTSL (AES),HLR2,
9879,VODAFONE,GJ,4106,GSM,Please route Through BTSL (AES),HLR3,
9880,AIRTEL,KA,3002,GSM,Please route Through BTSL (AES),HLR1,
9881,IDEA,MH,3075,GSM,Please route Through BTSL (AES),HLR2,
9882,IDEA,HP,3069,GSM,Please route Through BTSL (AES),HLR1,
9883,RELIANCE_GSM,KO,3147,GSM,Please route Through BTSL (AES),HLR1,
9884,VODAFONE,CH,4120,GSM,Please route Through BTSL (AES),HLR1,
9885,VODAFONE,AP,4109,GSM,Please route Through BTSL (AES),HLR2,
9886,VODAFONE,KA,4121,GSM,Please route Through BTSL (AES),HLR2,
9887,IDEA,RJ,3080,GSM,Please route Through BTSL (AES),HLR1,
9888,VODAFONE,PB,4122,GSM,Please route Through BTSL (AES),HLR2,
9889,IDEA,UE,3082,GSM,Please route Through BTSL (AES),HLR1,
9890,AIRTEL,MH,3006,GSM,Please route Through BTSL (AES),HLR1,
9891,IDEA,DL,3066,GSM,Please route Through BTSL (AES),HLR2,
9892,AIRTEL,MB,3007,GSM,Please route Through BTSL (AES),HLR1,
9893,AIRTEL,MP,3005,GSM,Please route Through BTSL (AES),HLR1,
9894,AIRTEL,TN,3020,GSM,Please route Through BTSL (AES),HLR1,
9895,AIRTEL,KL,3003,GSM,Please route Through BTSL (AES),HLR1,
9896,AIRTEL,HR,2729,GSM,Please route Through BTSL (AES),HLR1,
9897,AIRTEL,UW,3022,GSM,Please route Through BTSL (AES),HLR1,
9898,AIRTEL,GJ,2728,GSM,Please route Through BTSL (AES),HLR1,
9899,VODAFONE,DL,4108,GSM,Please route Through BTSL (AES),HLR2,
9900,AIRTEL,KA,3002,GSM,Please route Through BTSL (AES),99000-4 HLR1  & 99005-9 HLR2,
9901,AIRTEL,KA,3002,GSM,Please route Through BTSL (AES),HLR2,
9902,AIRTEL,KA,3002,GSM,Please route Through BTSL (AES),HLR2,
9903,AIRTEL,KO,3004,GSM,Please route Through BTSL (AES),HLR1,
9904,IDEA,GJ,3067,GSM,Please route Through BTSL (AES),HLR3,
9905,RELIANCE_GSM,BH,3145,GSM,Please route Through BTSL (AES),HLR5,
9906,AIRTEL,JK,3001,GSM,Please route Through BTSL (AES),99060-3 HLR1 & 99064-8 HLR2 & 990690 HLR1 & 990691-6 HLR2 & 990697-9 HLR3 ,
9907,RELIANCE_GSM,MP,3148,GSM,Please route Through BTSL (AES),HLR3,
9908,AIRTEL,AP,2724,GSM,Please route Through BTSL (AES),HLR2,
9909,VODAFONE,GJ,4106,GSM,Please route Through BTSL (AES),HLR3,
9910,AIRTEL,DL,2727,GSM,Please route Through BTSL (AES),HLR2,
9911,IDEA,DL,3066,GSM,Please route Through BTSL (AES),HLR2,
9912,IDEA,AP,3064,GSM,Please route Through BTSL (AES),HLR2,
9913,VODAFONE,GJ,4106,GSM,Please route Through BTSL (AES),HLR3,
9914,IDEA,PB,3207,GSM,Please route Through BTSL (AES),HLR2,
9915,AIRTEL,PB,3009,GSM,Please route Through BTSL (AES),HLR2,
9916,VODAFONE,KA,4121,GSM,Please route Through BTSL (AES),HLR2,
9917,IDEA,UW,3083,GSM,Please route Through BTSL (AES),HLR1,
9918,VODAFONE,UE,4104,GSM,Please route Through BTSL (AES),HLR1,
9919,VODAFONE,UE,4104,GSM,Please route Through BTSL (AES),HLR1,
9920,VODAFONE,MB,4107,GSM,Please route Through BTSL (AES),HLR2,
9921,IDEA,MH,3075,GSM,Please route Through BTSL (AES),HLR2,
9922,IDEA,MH,3075,GSM,Please route Through BTSL (AES),HLR2,
9923,VODAFONE,MH,4100,GSM,Please route Through BTSL (AES),HLR2,
9924,IDEA,GJ,3067,GSM,Please route Through BTSL (AES),HLR3,
9925,VODAFONE,GJ,4106,GSM,Please route Through BTSL (AES),HLR3,
9926,IDEA,MP,3074,GSM,Please route Through BTSL (AES),HLR3,
9927,IDEA,UW,3083,GSM,Please route Through BTSL (AES),HLR1,
9928,AIRTEL,RJ,3025,GSM,Please route Through BTSL (AES),HLR1,
9929,AIRTEL,RJ,3025,GSM,Please route Through BTSL (AES),HLR1,
9930,VODAFONE,MB,4107,GSM,Please route Through BTSL (AES),HLR2,
9931,AIRTEL,BH,2726,GSM,Please route Through BTSL (AES),HLR1,
9932,AIRTEL,WB,3023,GSM,Please route Through BTSL (AES),HLR1,
9933,AIRTEL,WB,3023,GSM,Please route Through BTSL (AES),"99330,1,3,4,6,7,8,9 HLR1 & 99332,5 HLR4",
9934,AIRTEL,BH,2726,GSM,Please route Through BTSL (AES),HLR1,
9935,AIRTEL,UE,3021,GSM,Please route Through BTSL (AES),HLR1,
9936,AIRTEL,UE,3021,GSM,Please route Through BTSL (AES),HLR1,
9937,AIRTEL,OR,3008,GSM,Please route Through BTSL (AES),HLR1,
9938,AIRTEL,OR,3008,GSM,Please route Through BTSL (AES),HLR1,
